POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5652LP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LR,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LS,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LT,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LV,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LW,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NA,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652ND,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NM,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NN,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NP,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NR,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NS,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NT,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NV,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NW,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NX,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652NZ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PA,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PD,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652PL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RA,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RD,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RM,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RN,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RP,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RR,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RS,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652RT,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SM,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SN,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652SP,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VA,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VD,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VM,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VN,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VP,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652VR,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XA,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XB,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XC,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XD,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XJ,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XK,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XL,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XM,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XN,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XP,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XR,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652XS,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5653AA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AC,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AD,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AE,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AG,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AH,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AJ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AK,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AM,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AN,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AP,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AR,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AS,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AT,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AV,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AW,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AX,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653AZ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BC,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BD,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BE,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BG,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BH,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BJ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BK,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BL,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BM,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BN,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BP,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BR,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BS,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BT,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BV,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BW,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BX,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653BZ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653CA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653CB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653CC,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653CD,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EC,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653ED,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EE,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EG,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EH,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EJ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EK,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EL,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EM,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EN,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EP,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653ER,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653ES,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653ET,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EV,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EW,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EX,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653EZ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653GA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653GB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HB,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HC,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HD,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HE,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HG,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HH,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HJ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HK,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HL,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HM,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HN,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HP,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HR,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HS,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HT,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HV,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HW,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HX,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653HZ,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653JA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JB,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JD,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JE,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JL,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JM,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JR,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653JS,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653JT,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653JV,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KB,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KD,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KE,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KN,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KP,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KR,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KS,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KT,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KV,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KW,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KX,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653KZ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LD,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LE,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LL,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LM,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LN,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LP,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LR,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LS,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LT,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LV,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LW,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653LX,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MA,5653,721,Genderdal,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5653MA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MA,5653,,,,,,
5653MC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MD,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653ME,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653MK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653ML,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NB,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653ND,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NE,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NL,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NM,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NN,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NP,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NR,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NS,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NT,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NV,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NW,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NX,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653NZ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PA,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PB,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PC,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PD,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PE,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PG,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PH,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PL,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PM,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PN,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PP,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PR,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PS,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PT,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PV,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PW,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653PX,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RA,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RB,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RC,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RD,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RE,5653,732,Hanevoet,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RJ,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RK,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RL,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RM,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5653RN,5653,731,Genderbeemd,73,Wijk Gestelse Ontginning,7,Stadsdeel Gestel
5654AA,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AB,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AC,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AD,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AE,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AG,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AH,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AH,5654,724,Bennekel-Oost,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AH,5654,,,,,,
5654AJ,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AK,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AL,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AM,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
5654AN,5654,723,Rapelenburg,72,Wijk Oud-Gestel,7,Stadsdeel Gestel
